wavl,"AS(2.50,0.00)","AS(2.60,0.00)","AS(2.70,0.00)","AS(2.80,0.00)","AS(2.90,0.00)","AS(3.00,0.00)","AS(3.10,0.00)","AS(3.20,0.00)","AS(3.30,0.00)","AS(3.40,0.00)","AS(3.50,0.00)"
1.5219539078156312,-594.610590612805,-594.610590612805,-594.610590612805,-594.610590612805,-594.610590612805,-594.610590612805,-594.610590612805,-594.610590612805,-594.610590612805,-594.610590612805,-594.610590612805
1.522134268537074,-594.4828462742244,-594.4828462742244,-594.4828462742244,-594.4828462742244,-594.4828462742244,-594.4828462742244,-594.4828462742244,-594.4828462742244,-594.4828462742244,-594.4828462742244,-594.4828462742244
1.522314629258517,-594.3551523236165,-594.3551523236165,-594.3551523236165,-594.3551523236165,-594.3551523236165,-594.3551523236165,-594.3551523236165,-594.3551523236165,-594.3551523236165,-594.3551523236165,-594.3551523236165
1.5224949899799598,-594.2275086514346,-594.2275086514346,-594.2275086514346,-594.2275086514346,-594.2275086514346,-594.2275086514346,-594.2275086514346,-594.2275086514346,-594.2275086514346,-594.2275086514346,-594.2275086514346
1.5226753507014028,-594.099915148121,-594.099915148121,-594.099915148121,-594.099915148121,-594.099915148121,-594.099915148121,-594.099915148121,-594.099915148121,-594.099915148121,-594.099915148121,-594.099915148121
1.5228557114228456,-593.9723717041143,-593.9723717041143,-593.9723717041143,-593.9723717041143,-593.9723717041143,-593.9723717041143,-593.9723717041143,-593.9723717041143,-593.9723717041143,-593.9723717041143,-593.9723717041143
1.5230360721442886,-593.8448782098603,-593.8448782098603,-593.8448782098603,-593.8448782098603,-593.8448782098603,-593.8448782098603,-593.8448782098603,-593.8448782098603,-593.8448782098603,-593.8448782098603,-593.8448782098603
1.5232164328657314,-593.7174345557978,-593.7174345557978,-593.7174345557978,-593.7174345557978,-593.7174345557978,-593.7174345557978,-593.7174345557978,-593.7174345557978,-593.7174345557978,-593.7174345557978,-593.7174345557978
1.5233967935871742,-593.5900406323726,-593.5900406323726,-593.5900406323726,-593.5900406323726,-593.5900406323726,-593.5900406323726,-593.5900406323726,-593.5900406323726,-593.5900406323726,-593.5900406323726,-593.5900406323726
1.5235771543086172,-593.462696330027,-593.462696330027,-593.462696330027,-593.462696330027,-593.462696330027,-593.462696330027,-593.462696330027,-593.462696330027,-593.462696330027,-593.462696330027,-593.462696330027
1.52375751503006,-593.3354015392069,-593.3354015392069,-593.3354015392069,-593.3354015392069,-593.3354015392069,-593.3354015392069,-593.3354015392069,-593.3354015392069,-593.3354015392069,-593.3354015392069,-593.3354015392069
1.523937875751503,-593.2081561503455,-593.2081561503455,-593.2081561503455,-593.2081561503455,-593.2081561503455,-593.2081561503455,-593.2081561503455,-593.2081561503455,-593.2081561503455,-593.2081561503455,-593.2081561503455
1.5241182364729458,-593.0809600538923,-593.0809600538923,-593.0809600538923,-593.0809600538923,-593.0809600538923,-593.0809600538923,-593.0809600538923,-593.0809600538923,-593.0809600538923,-593.0809600538923,-593.0809600538923
1.5242985971943888,-592.9538131402933,-592.9538131402933,-592.9538131402933,-592.9538131402933,-592.9538131402933,-592.9538131402933,-592.9538131402933,-592.9538131402933,-592.9538131402933,-592.9538131402933,-592.9538131402933
1.5244789579158315,-592.8267152999833,-592.8267152999833,-592.8267152999833,-592.8267152999833,-592.8267152999833,-592.8267152999833,-592.8267152999833,-592.8267152999833,-592.8267152999833,-592.8267152999833,-592.8267152999833
1.5246593186372746,-592.699666423412,-592.699666423412,-592.699666423412,-592.699666423412,-592.699666423412,-592.699666423412,-592.699666423412,-592.699666423412,-592.699666423412,-592.699666423412,-592.699666423412
1.5248396793587171,-592.5726664010162,-592.5726664010162,-592.5726664010162,-592.5726664010162,-592.5726664010162,-592.5726664010162,-592.5726664010162,-592.5726664010162,-592.5726664010162,-592.5726664010162,-592.5726664010162
1.52502004008016,-592.4457151232436,-592.4457151232436,-592.4457151232436,-592.4457151232436,-592.4457151232436,-592.4457151232436,-592.4457151232436,-592.4457151232436,-592.4457151232436,-592.4457151232436,-592.4457151232436
1.5252004008016031,-592.3188124805329,-592.3188124805329,-592.3188124805329,-592.3188124805329,-592.3188124805329,-592.3188124805329,-592.3188124805329,-592.3188124805329,-592.3188124805329,-592.3188124805329,-592.3188124805329
1.525380761523046,-592.191958363328,-592.191958363328,-592.191958363328,-592.191958363328,-592.191958363328,-592.191958363328,-592.191958363328,-592.191958363328,-592.191958363328,-592.191958363328,-592.191958363328
1.525561122244489,-592.0651526620768,-592.0651526620768,-592.0651526620768,-592.0651526620768,-592.0651526620768,-592.0651526620768,-592.0651526620768,-592.0651526620768,-592.0651526620768,-592.0651526620768,-592.0651526620768
1.5257414829659317,-591.9383952672124,-591.9383952672124,-591.9383952672124,-591.9383952672124,-591.9383952672124,-591.9383952672124,-591.9383952672124,-591.9383952672124,-591.9383952672124,-591.9383952672124,-591.9383952672124
1.5259218436873747,-591.8116860691844,-591.8116860691844,-591.8116860691844,-591.8116860691844,-591.8116860691844,-591.8116860691844,-591.8116860691844,-591.8116860691844,-591.8116860691844,-591.8116860691844,-591.8116860691844
1.5261022044088175,-591.6850249584313,-591.6850249584313,-591.6850249584313,-591.6850249584313,-591.6850249584313,-591.6850249584313,-591.6850249584313,-591.6850249584313,-591.6850249584313,-591.6850249584313,-591.6850249584313
1.5262825651302605,-591.5584118253992,-591.5584118253992,-591.5584118253992,-591.5584118253992,-591.5584118253992,-591.5584118253992,-591.5584118253992,-591.5584118253992,-591.5584118253992,-591.5584118253992,-591.5584118253992
1.5264629258517033,-591.4318465605265,-591.4318465605265,-591.4318465605265,-591.4318465605265,-591.4318465605265,-591.4318465605265,-591.4318465605265,-591.4318465605265,-591.4318465605265,-591.4318465605265,-591.4318465605265
1.5266432865731463,-591.3053290542612,-591.3053290542612,-591.3053290542612,-591.3053290542612,-591.3053290542612,-591.3053290542612,-591.3053290542612,-591.3053290542612,-591.3053290542612,-591.3053290542612,-591.3053290542612
1.526823647294589,-591.1788591970453,-591.1788591970453,-591.1788591970453,-591.1788591970453,-591.1788591970453,-591.1788591970453,-591.1788591970453,-591.1788591970453,-591.1788591970453,-591.1788591970453,-591.1788591970453
1.527004008016032,-591.0524368793194,-591.0524368793194,-591.0524368793194,-591.0524368793194,-591.0524368793194,-591.0524368793194,-591.0524368793194,-591.0524368793194,-591.0524368793194,-591.0524368793194,-591.0524368793194
1.5271843687374749,-590.9260619915221,-590.9260619915221,-590.9260619915221,-590.9260619915221,-590.9260619915221,-590.9260619915221,-590.9260619915221,-590.9260619915221,-590.9260619915221,-590.9260619915221,-590.9260619915221
1.5273647294589177,-590.799734424103,-590.799734424103,-590.799734424103,-590.799734424103,-590.799734424103,-590.799734424103,-590.799734424103,-590.799734424103,-590.799734424103,-590.799734424103,-590.799734424103
1.5275450901803609,-590.6734540675043,-590.6734540675043,-590.6734540675043,-590.6734540675043,-590.6734540675043,-590.6734540675043,-590.6734540675043,-590.6734540675043,-590.6734540675043,-590.6734540675043,-590.6734540675043
