wavl,"AS(2.50,0.00)","AS(2.60,0.00)","AS(2.70,0.00)","AS(2.80,0.00)","AS(2.90,0.00)","AS(3.00,0.00)","AS(3.10,0.00)","AS(3.20,0.00)","AS(3.30,0.00)","AS(3.40,0.00)","AS(3.50,0.00)"
1.5098697394789578,-482.4037790670516,-500.1275881419329,-512.4978461702202,-524.021684550571,-532.9108867475547,-538.8251058221549,-544.1448406826934,-548.1347388325818,-550.7383677411349,-553.0462805963253,-554.755730778236
1.5100501002004008,-479.2687223738088,-497.3909320248248,-510.04670208394725,-521.8418838081191,-530.9438527794092,-537.0012585173207,-542.4508713084605,-546.5388686437464,-549.2068843567379,-551.5722264979044,-553.3245905196769
1.5102304609218435,-478.3290632866663,-496.6006388803088,-509.37496567794335,-521.2909335155703,-530.4927407900093,-536.6196991465413,-542.1339590772182,-546.271759720831,-548.9729804074723,-551.3684456245104,-553.1438538434708
1.5104108216432863,-478.3879830356053,-496.6956766516827,-509.5126447853789,-521.4809449772831,-530.731249016315,-536.8942849007118,-542.4435382868566,-546.6091878633595,-549.3294392689943,-551.7426154390689,-553.5320364884043
1.5105911823647291,-478.5335758528509,-496.8676010954762,-509.72066222205126,-521.7353990447695,-531.0297839416743,-537.2260210348531,-542.8077218743315,-546.9993366852311,-549.7374033306228,-552.1672267590453,-553.969887397234
1.5107715430861723,-478.6794594610293,-497.0398305773774,-509.9290073156536,-521.9902110124594,-531.3287060061137,-537.5581665341498,-543.1723366710316,-547.3899342630588,-550.1458282213766,-552.5923102248346,-554.4082194835161
1.5109519038076151,-478.8256337520904,-497.2123649897725,-510.1376799647948,-522.2453807856668,-531.6280151266681,-537.8907213172546,-543.5373825967375,-547.7809805206817,-550.554713869126,-553.01786576342,-554.847032676699
1.511132264529058,-478.9720986019898,-497.3852042092332,-510.3466800501413,-522.5009082499571,-531.9277111905591,-538.2236852816443,-543.9028595521888,-548.1724753633481,-550.9640601823666,-553.4438932890829,-555.2863268888186
1.511312625250501,-479.1188539805865,-497.55834820877305,-510.5560075477927,-522.7567933883566,-532.2277941852375,-538.5570584204368,-544.2687675376571,-548.5644187946779,-551.3738671661671,-553.870392810261,-555.726102133753
1.5114929859719437,-479.265899810396,-497.73179691146646,-510.7656623896152,-523.0130361403744,-532.5282640611592,-538.8908406832577,-544.6351065120077,-548.9568107771594,-551.7841347850313,-554.2973642863889,-556.1663583797954
1.5116733466933867,-479.413236144595,-497.9055503785575,-510.97564464322926,-523.2696365810715,-532.8291209011958,-539.225032162349,-545.0018765671113,-549.3496514095488,-552.1948631425445,-554.7248078309793,-556.6070957337863
